,Cluster,Antibody
1308,7,BD55-6361
1309,7,BD55-6369
1310,7,BD55-6388
1311,7,BD55-6391
1312,7,BD55-6392
1313,7,BD55-6405
1314,7,BD55-6411
1315,7,BD55-6448
1316,7,BD55-6456
1317,7,BD55-6459
1318,7,BD55-6461
1319,7,BD55-6477
1320,7,BD55-6478
1321,7,BD55-6512
1322,7,BD55-6514
1323,7,BD55-6537
1324,7,BD55-6550
1325,7,BD55-6641
1326,7,BD55-6647
1327,7,BD55-6651
1328,7,BD55-6654
1329,7,BD55-6678
1330,7,BD55-682
1331,7,BD55-934
1332,7,BD56-006
1333,7,BD56-029
1334,7,BD56-046
1335,7,BD56-121
1336,7,BD56-1261
1337,7,BD56-1281
1338,7,BD56-1284
1339,7,BD56-1382
1340,7,BD56-141
1341,7,BD56-1416
1342,7,BD56-1438
1343,7,BD56-145
1344,7,BD56-1475
1345,7,BD56-1482
1346,7,BD56-1486
1347,7,BD56-1598
1348,7,BD56-1620
1349,7,BD56-163
1350,7,BD56-1641
1351,7,BD56-1697
1352,7,BD56-170
1353,7,BD56-1743
1354,7,BD56-1755
1355,7,BD56-1800
1356,7,BD56-1818
1357,7,BD56-1824
1358,7,BD56-184
1359,7,BD56-205
1360,7,BD56-215
1361,7,BD56-395
1362,7,BD56-460
1363,7,BD56-467
1364,7,BD56-552
1365,7,BD56-602
1366,7,BD56-902
1367,7,BD56-910
1368,7,BD56-935
1369,7,BD57-014
1370,7,BD57-015
1371,7,BD57-016
1372,7,BD57-0233
1373,7,BD57-030
1374,7,BD57-052
1375,7,BD57-072
1376,7,BG4-25
1377,7,C091
1378,7,C578
1379,7,C594
1380,7,COV2-2037
1381,7,COV2-2353
1382,7,CV2-75
1383,7,DH1046
1384,7,DH1064
1385,7,DH1073
1386,7,DH1126
1387,7,DH1161-1
1388,7,DH1161-2
1389,7,S2A4
1390,7,S2X259
1391,7,TAU-2310
1392,7,XG2v-032
1393,7,XG2v-126
1394,7,XGv-051
1395,7,XGv-053
1396,7,XGv-159
1397,7,XGv-177
1398,7,XGv-199
1399,7,XGv-253
1400,7,XGv-404
1401,8,BD-670
1402,8,BD55-1035
1403,8,BD55-1066
1404,8,BD55-1192
1405,8,BD55-1270
1406,8,BD55-1345
1407,8,BD55-1435
1408,8,BD55-1962
1409,8,BD55-4382
1410,8,BD55-4397
1411,8,BD55-5176
1412,8,BD55-5904
1413,8,BD55-5909
1414,8,BD55-5920
1415,8,BD55-5921
1416,8,BD55-5930
1417,8,BD55-5939
1418,8,BD55-5941
1419,8,BD55-5962
1420,8,BD55-5967
1421,8,BD55-606
1422,8,BD55-6385
1423,8,BD55-818
1424,8,BD55-824
1425,8,BD55-852
1426,8,BD55-862
1427,8,BD55-864
1428,8,BD55-878
1429,8,BD55-887
1430,8,BD55-893
1431,8,BD55-899
1432,8,BD55-917
1433,8,BD55-93
1434,8,BD55-939
1435,8,BD55-958
1436,8,BD55-970
1437,8,BD55-972
1438,8,BD55-988
1439,8,BD56-108
1440,8,BD56-112
1441,8,BD56-1223
1442,8,BD56-1230
1443,8,BD56-1231
1444,8,BD56-1279
1445,8,BD56-1282
1446,8,BD56-132
1447,8,BD56-1417
1448,8,BD56-1433
1449,8,BD56-1448
1450,8,BD56-1460
1451,8,BD56-1468
1452,8,BD56-1596
1453,8,BD56-1651
1454,8,BD56-1739
1455,8,BD56-1749
1456,8,BD56-1757
1457,8,BD56-1777
1458,8,BD56-1784
1459,8,BD56-1789
1460,8,BD56-1805
1461,8,BD56-1843
1462,8,BD56-1881
1463,8,BD56-1890
1464,8,BD56-1892
1465,8,BD56-1927
1466,8,BD56-456
1467,8,BD56-461
1468,8,BD56-486
1469,8,BD56-491
1470,8,BD56-541
1471,8,BD56-605
1472,8,BD56-618
1473,8,BD56-669
1474,8,BD56-904
1475,8,BD56-907
1476,8,BD56-908
1477,8,BD56-940
1478,8,BD57-020
1479,8,BD57-0411
1480,8,BD57-046
1481,8,BD57-060
1482,8,BD57-067
1483,8,BD57-077
1484,8,BD57-089
1485,8,BD58-0577
1486,8,BD58-0580
1487,8,C110
1488,8,COV2-2780
1489,8,COV2-2955
1490,8,CV07-270
1491,8,P2B-2F6
1492,8,XG2v-083
1493,8,XGv-010
1494,8,XGv-172
1495,8,XGv-198
1496,8,XGv-271
