Unnamed: 0,UMAP Dimension 1,UMAP Dimension 2,antibody,Cluster
1258,3.1198726,6.79532,C083,5
1259,13.666781,16.063154,C085,0
1260,12.576727,14.310041,C089,0
1261,5.7770143,6.6978784,C091,5
1262,-2.8694708,2.1576355,C093,1
1263,-6.9732366,2.6119034,C102,7
1264,-7.213524,2.9259531,C105,7
1265,1.1390051,11.496231,C110,9
1266,5.322024,5.6134267,C119,5
1267,-3.4122038,7.959516,C121,4
1268,-5.110084,8.59315,C144,8
1269,-6.856365,4.618405,C1A-B12,7
1270,-7.363819,3.243794,C1A-B3,7
1271,-6.663652,2.5672927,C1A-C2,7
1272,-7.3294983,3.0827274,C1A-F10,7
1273,12.193715,14.202271,C213,0
1274,-6.6768184,3.689017,C516,7
1275,9.656268,12.601216,C547,0
1276,5.1760077,7.1193757,C556,5
1277,7.9572306,8.005126,C578,2
1278,-6.6831417,8.86976,C591,8
1279,4.406738,3.7694056,C594,5
1280,11.859883,-3.9819207,C597,3
1281,-7.2615128,3.584918,CC12.1,7
1282,-6.930157,2.6171598,CC12.3,7
1283,-6.6878657,8.882446,CM32,8
1284,0.0880058,0.22851047,COV2-2015,6
1285,6.946379,4.367528,COV2-2037,5
1286,4.6990056,7.478874,COV2-2064,5
1287,9.679881,-3.3407307,COV2-2072,3
1288,3.8850734,3.1848378,COV2-2098,5
1289,7.634947,6.3906674,COV2-2103,2
1290,4.4893064,4.515268,COV2-2113,5
1291,8.3426895,6.4467797,COV2-2268,2
1292,11.657631,13.705095,COV2-2308,0
1293,7.7456665,7.760143,COV2-2353,2
1294,10.941938,-3.766003,COV2-2381,3
1295,6.081958,7.0035367,COV2-2389,5
1296,9.118789,8.016926,COV2-2391,2
1297,2.86258,6.981269,COV2-2413,5
1298,-2.351464,8.291276,COV2-2479,4
1299,9.920264,9.118531,COV2-2485,2
1300,-2.9172544,3.3355296,COV2-2499,1
1301,-7.182715,8.1697445,COV2-2504,8
1302,-2.9688764,1.3284156,COV2-2514,1
1303,4.41719,7.5420504,COV2-2539,5
1304,-6.621313,2.5998492,COV2-2589,7
1305,11.07043,11.88802,COV2-2628,0
1306,9.718779,12.80436,COV2-2677,0
1307,-4.0536046,1.9302175,COV2-2678,1
1308,11.199753,-3.8714552,COV2-2684,3
1309,3.425333,7.085294,COV2-2693,5
1310,8.238619,6.5510573,COV2-2760,2
1311,0.9343465,11.5697975,COV2-2780,9
1312,-6.8990526,2.5126147,COV2-2807,7
1313,7.7776494,6.8428106,COV2-2819,2
1314,11.2271385,11.77199,COV2-2841,0
1315,-7.0113783,2.5020413,COV2-2919,7
1316,11.757738,-3.9633403,COV2-2941,3
1317,0.1574043,12.499293,COV2-2955,9
1318,10.879057,-3.7427025,COV2-3025,3
1319,-7.2991805,3.5452664,COVA2-04,7
1320,-7.277198,7.16911,COVA2-39,8
1321,12.571252,14.41417,COVOX-150,0
1322,13.517508,-4.442372,COVOX-253H165L,3
1323,13.513239,-4.4390144,COVOX-253H55L,3
1324,-7.2703857,7.65391,COVOX-269,8
1325,-7.2917147,7.2413206,COVOX-316,8
1326,-5.740851,8.866086,COVOX-384,8
1327,-3.0650518,8.985339,COVOX-40,4
1328,4.419597,7.3925943,COVOX-75,5
1329,-6.6169395,2.6250868,COVOX-88,7
1330,8.841208,-2.8980362,CV-X2-106,3
1331,-5.9581776,8.790259,CV05-163,8
1332,-5.8155107,8.909723,CV07-200,8
1333,9.403041,-3.2397358,CV07-209,3
1334,-6.9722795,8.60808,CV07-222,8
1335,8.772582,-2.8400948,CV07-250,3
1336,-7.3238106,7.579929,CV07-255,8
1337,-7.3023615,7.688687,CV07-262,8
1338,0.08348398,10.108762,CV07-270,9
1339,-5.7713203,8.876748,CV07-283,8
1340,9.317158,-3.2203271,CV07-287,3
1341,-1.7884319,8.864801,CV07-315,4
1342,6.832295,4.0627484,CV2-75,5
1343,-3.4875681,1.5008761,CV30,1
1344,-3.355336,1.477024,CV38-142,1
1345,-7.1541286,8.340475,DH1041,8
1346,-3.690084,7.935933,DH1042,4
1347,-6.6555796,8.906846,DH1043,8
1348,4.6136084,7.476769,DH1044,5
1349,12.52785,14.367276,DH1045,0
1350,6.5134306,4.0436735,DH1046,5
1351,-2.6521666,8.057621,DH1047,4
1352,4.040574,6.8762565,DH1063,5
1353,5.2052917,3.791206,DH1064,5
1354,5.110165,3.255831,DH1073,5
1355,-1.8416415,8.842792,DH1082,4
1356,-1.6204753,9.016479,DH1111,4
1357,4.116206,3.75914,DH1126,5
1358,-7.123357,8.362061,DH1128,8
1359,-5.028518,8.554266,DH1129,8
1360,-7.074745,8.442937,DH1130,8
1361,-4.029945,1.9030565,DH1140,1
1362,-4.1474733,7.4446764,DH1143,4
1363,3.9921722,6.707344,DH1151,5
1364,-6.548456,3.3854685,DH1154,7
1365,8.70657,-2.7763562,DH1155,3
1366,-5.6460805,8.80614,DH1159-2,8
1367,8.6289835,8.727754,DH1160,2
1368,8.092123,8.13115,DH1161-1,2
1369,4.443167,4.9028234,DH1161-2,5
1370,-7.2859244,7.227859,DH1173,8
1371,-6.5965858,2.6272345,DH1179,7
1372,-6.7707677,4.811545,DH1180,7
1373,-2.855918,8.989442,DH1183,4
1374,-5.159922,8.606559,DH1184,8
1375,-4.176436,7.972353,DH1186,4
1376,-3.5453079,7.908283,DH1196,4
1377,-3.420888,2.7175374,DH1210,1
1378,-7.1468945,8.325589,DH1214,8
1379,-1.5144755,9.060111,DXP-593,4
1380,-3.0152,9.012965,Ehling_mAb-64,4
1381,3.8800468,11.612316,Ehling_mAb-82,9
1382,-5.7168627,8.865533,H4,8
1383,-7.273873,2.9811654,LY-CoV016,7
1384,-1.7773588,1.3448784,LY-CoV481,1
1385,-7.017763,2.825555,LY-CoV488,7
1386,-2.151105,8.505327,LY-CoV555,4
1387,-7.1649513,3.9951065,P2B-1A10,7
1388,0.25957537,12.384548,P2B-2F6,9
1389,-7.2961454,7.092358,P2C-1A3,8
1390,-6.562489,2.635246,P4A1,7
1391,-7.055604,4.202609,P5A-2G9,7
1392,-6.6008525,2.6853094,P5A-3A1,7
1393,8.145584,8.845336,S2A4,2
1394,9.896357,-3.4293838,S2E12,3
1395,-7.3006825,7.6467752,S2H13,8
1396,-2.3634384,8.962272,S2H14,4
1397,-5.579774,8.761885,S2M11,8
1398,5.388551,3.3004146,S2X259,5
1399,8.334641,10.059231,S2X35,2
1400,13.394788,15.194462,S304,0
1401,3.1587107,7.890729,TAU-2189,5
1402,1.2374018,11.457694,TAU-2220,9
1403,3.9633307,7.723484,TAU-2230,5
1404,6.0175805,3.7910674,TAU-2310,5
1405,-3.5264635,1.5397797,WIBP-2B11,1
1406,-6.9840117,2.6705997,XG-017,7
1407,10.524564,12.176653,XG2v-006,0
1408,5.615298,3.6571603,XG2v-032,5
1409,-2.0942826,1.3624053,XG2v-039,1
1410,-1.2089945,9.237129,XG2v-045,4
1411,5.880173,6.608591,XG2v-052,5
1412,5.925232,6.4653335,XG2v-070,5
1413,1.5102394,10.413832,XG2v-083,9
1414,9.19953,-3.130027,XG2v-095,3
1415,-3.6009583,1.5923544,XG2v-098,1
1416,6.851452,4.937249,XG2v-126,5
1417,-7.3002315,7.26712,XGv-003,8
1418,0.21309878,12.440928,XGv-010,9
1419,4.528891,5.16122,XGv-011,5
1420,7.836049,9.667931,XGv-013,2
1421,10.045507,8.046204,XGv-016,2
1422,11.2212515,11.616469,XGv-017,0
1423,-3.4695342,1.5608603,XGv-032,1
1424,-6.8033357,4.9042697,XGv-040,7
1425,5.698989,7.191632,XGv-047,5
1426,9.934872,-3.442883,XGv-050,3
1427,7.916943,7.8904037,XGv-051,2
1428,-3.1078708,2.638626,XGv-052,1
1429,6.108034,3.815011,XGv-053,5
1430,-3.427446,3.0545206,XGv-055,1
1431,9.314562,12.331194,XGv-056,0
1432,-0.71169215,0.3979389,XGv-057,6
1433,8.483155,6.651023,XGv-074,2
1434,-3.5902462,7.925667,XGv-094,4
1435,-6.739987,4.8451343,XGv-097,7
1436,0.13047403,0.19266394,XGv-105,6
1437,10.4247265,8.541756,XGv-107,2
1438,-6.8371096,4.5753345,XGv-116,7
1439,-3.6467443,7.9164567,XGv-152,4
1440,-7.1936827,8.218372,XGv-155,8
1441,6.296982,3.9033656,XGv-159,5
1442,0.40220067,12.178767,XGv-172,9
1443,7.336011,6.82439,XGv-174,2
1444,7.2599573,6.9879575,XGv-175,2
1445,5.8319645,3.7422476,XGv-177,5
1446,2.8468854,7.3193064,XGv-191,5
1447,2.0832806,11.02365,XGv-198,9
1448,6.1854787,6.9501204,XGv-199,5
1449,9.012458,12.059704,XGv-208,0
1450,3.726373,8.276524,XGv-212,5
1451,-7.2524343,7.285142,XGv-225,8
1452,6.8899107,6.1332645,XGv-227,5
1453,-6.6317544,8.953625,XGv-232,8
1454,11.286104,12.612794,XGv-233,0
1455,8.4777,11.084964,XGv-236,2
1456,9.320507,8.763378,XGv-250,2
1457,3.3326375,8.633482,XGv-251,9
1458,9.6426935,7.8053565,XGv-253,2
1459,-4.0376034,1.8948274,XGv-261,1
1460,5.0847607,7.239415,XGv-263,5
1461,9.826825,7.6668253,XGv-264,2
1462,9.911619,7.7162547,XGv-265,2
1463,6.288773,6.0234623,XGv-266,5
1464,0.21742117,12.4354,XGv-271,9
1465,9.224292,-3.1653814,XGv-279,3
1466,8.345283,6.6031947,XGv-282,2
1467,5.6514196,7.229205,XGv-284,5
1468,7.995445,6.4655204,XGv-285,2
1469,7.803431,6.4652367,XGv-286,2
1470,4.457081,4.9458866,XGv-287,5
1471,5.260666,5.564832,XGv-288,5
1472,9.464272,7.2495975,XGv-289,2
1473,8.623844,6.7270164,XGv-290,2
1474,7.6947613,6.468638,XGv-291,2
1475,8.365751,6.603709,XGv-292,2
1476,7.5130124,6.3821797,XGv-293,2
1477,5.0906396,5.4663253,XGv-294,5
1478,10.051894,8.090785,XGv-295,2
1479,8.627389,6.7287574,XGv-296,2
1480,10.402581,8.56247,XGv-297,2
1481,7.9019384,9.595703,XGv-300,2
1482,3.1527295,6.823046,XGv-324,5
1483,-3.6990376,7.911615,XGv-337,4
1484,3.54952,8.278876,XGv-343,9
1485,5.932899,6.473221,XGv-345,5
1486,5.156489,12.063453,XGv-346,9
1487,13.572988,-4.493793,XGv-347,3
1488,-3.1436644,1.3676997,XGv-360,1
1489,-7.383928,3.2062032,XGv-387,7
1490,4.1305037,3.8698006,XGv-404,5
1491,13.528307,15.851166,XGv-405,0
1492,8.944903,-2.9794598,XGv-409,3
1493,4.463017,4.586443,XGv-412,5
1494,-2.7069108,1.5904269,XGv-416,1
1495,7.4391484,6.7673235,XGv-420,2
1496,-3.429959,2.9879794,XGv-421,1
